City,Latitude,Longitude,Property_Type,Ownership,Condition,Available_Utilities,Bedrooms,Bathrooms,Size_sqm,Price_NGN
Maiduguri,11.80865,13.16631,Detached House,Rent,Old,Security,2.0,2.0,263.0,79321774.0
Jos,9.92409,8.83319,Studio,Sale,New,Electricity,4.0,3.0,351.0,338030231.0
Kaduna,10.48046,7.43924,Apartment,Rent,Fairly Used,Internet,1.0,4.0,490.0,42451933.0
Kano,11.9821,8.62929,Mini Flat,Sale,Fairly Used,Water,2.0,3.0,109.0,435150752.0
Benin city,6.3752,5.65123,Detached House,Sale,Fairly Used,Parking,6.0,2.0,338.0,277435581.0
Abuja,9.0523,7.39761,Duplex,Sale,Fairly Used,Water,5.0,4.0,193.0,70587602.0
Abuja,9.08388,7.38576,Detached House,Rent,Fairly Used,Electricity,4.0,2.0,44.0,68651002.0
Kano,12.00854,8.61518,Appartment,Sale,Fairly Used,Parking,6.0,4.0,195.0,14820100.0
Ibadan,7.41507,3.95121,Apartment,Rent,Fairly Used,Water,4.0,1.0,291.0,5192450.0
Kano,12.03344,8.57589,Apartment,Sale,Fairly Used,Parking,5.0,1.0,142.0,426827186.0
Kaduna,10.56588,7.48756,Mini Flat,Rent,Fairly Used,Water,3.0,3.0,91.0,71932644.0
Maiduguri,11.81224,13.19658,Appartment,Sale,New,Security,4.0,3.0,450.0,203477572.0
Abuja,9.0628,7.44844,Duplx,Sale,Old,Parking,1.0,4.0,177.0,40583800.0
Jos,9.86546,8.8158,Duplx,Sale,Fairly Used,Security,3.0,4.0,130.0,334272424.0
Enugu,6.56419,7.54202,Apartment,Rent,New,Parking,4.0,3.0,488.0,81312819.0
Kaduna,10.55233,7.46547,Studio,Sale,New,Security,1.0,3.0,415.0,487812929.0
Maiduguri,11.78545,13.13411,Mini Flat,Rent,Old,Water,2.0,3.0,389.0,63853342.0
Jos,9.93147,8.82587,Duplex,Rent,New,Internet,4.0,2.0,434.0,419822520.0
Ibadan,7.40595,3.9177,Mini Flat,Sale,New,Security,4.0,2.0,405.0,77061152.0
Jos,9.93543,8.81487,Mini Flat,Rent,New,Parking,2.0,2.0,191.0,25606965.0
Lagos,6.48166,3.4004,Apartment,Rent,New,Security,5.0,1.0,129.0,50333683.0
Kaduna,10.4992,7.45409,Detached House,Rent,Old,Internet,4.0,2.0,122.0,22917116.0
Lagos,6.52364,3.41021,Apartment,Rent,Old,Security,3.0,4.0,198.0,480970298.0
Lagos,6.51464,3.35308,Duplx,Sale,Old,Security,3.0,3.0,389.0,50901219.0
Abuja,9.04444,7.35215,Mini Flat,Sale,New,Electricity,3.0,4.0,256.0,212592865.0
Maiduguri,11.86554,13.17818,Mini Flat,Sale,New,Electricity,1.0,1.0,458.0,53642152.0
Lagos,6.54981,3.34915,Detached House,Rent,Old,Internet,1.0,2.0,453.0,311593926.0
Maiduguri,11.82403,13.11144,Apartment,Rent,New,Water,2.0,3.0,486.0,132900415.0
Abuja,9.04278,7.41292,Apartment,Sale,Fairly Used,Internet,6.0,3.0,271.0,67408439.0
Ibadan,7.41402,3.97212,Mini Flat,Rent,New,Security,5.0,2.0,566.0,67291335.0
Abuja,9.03225,7.38896,Studio,Sale,Fairly Used,Water,2.0,3.0,273.0,63630232.0
Benin city,6.319,5.65161,Bungalow,Sale,Fairly Used,Electricity,5.0,3.0,441.0,95316744.0
Kaduna,10.50733,7.45571,Studio,Sale,Fairly Used,Internet,5.0,4.0,377.0,225418842.0
Ibadan,7.42192,3.98808,Mini Flat,Sale,New,Water,5.0,2.0,314.0,132758051.0
Lagos,6.49463,3.35151,Bungalow,Rent,New,Security,1.0,3.0,170.0,238840806.0
Port harcourt,4.78484,7.07594,Mini Flat,Rent,Old,Security,3.0,1.0,585.0,66822534.0
Benin city,6.32707,5.58232,Duplex,Sale,New,Water,1.0,1.0,461.0,484313529.0
Lagos,6.48269,3.42848,Mini Flat,Rent,New,Security,5.0,3.0,352.0,88476131.0
Benin city,6.35356,5.61935,Apartment,Sale,Old,Electricity,6.0,2.0,245.0,89773940.0
Lagos,6.52113,3.3319,Detached House,Rent,New,Internet,3.0,1.0,125.0,235767627.0
Lagos,6.54553,3.36652,Apartment,Sale,Old,Parking,3.0,4.0,498.0,355054381.0
Kaduna,10.51925,7.40374,Apartment,Rent,Old,Security,6.0,3.0,310.0,5108665.0
Kaduna,10.49263,7.46055,Mini Flat,Sale,Old,Electricity,6.0,2.0,535.0,92326746.0
Lagos,6.56704,3.331,Mini Flat,Rent,New,Security,1.0,3.0,575.0,376673730.0
Kaduna,10.57234,7.451,Bungalow,Sale,New,Security,2.0,1.0,528.0,149447100.0
Benin city,6.33887,5.56269,Duplex,Sale,New,Security,5.0,4.0,161.0,47075363.0
Jos,9.91211,8.90188,Appartment,Sale,Old,Security,2.0,2.0,595.0,475316489.0
Benin city,6.38232,5.55707,Studio,Sale,New,Water,3.0,2.0,585.0,12610304.0
Lagos,6.5271,3.37535,Bungalow,Rent,Old,Parking,5.0,1.0,99.0,49298690.0
Kaduna,10.51304,7.43744,Mini Flat,Rent,New,Water,2.0,1.0,200.0,380657496.0
Benin city,6.28697,5.61361,Duplex,Rent,New,Water,2.0,4.0,459.0,10797125.0
Jos,9.8484,8.82196,Bungalow,Rent,Fairly Used,Parking,4.0,2.0,294.0,5653907.0
Maiduguri,11.84168,13.15644,Studio,Rent,Old,Internet,4.0,2.0,445.0,35265684.0
Kano,11.95807,8.62656,Studio,Sale,Fairly Used,Internet,6.0,1.0,318.0,10294134.0
Benin city,6.37109,5.56099,Apartment,Sale,Fairly Used,Electricity,3.0,3.0,515.0,15655369.0
Benin city,6.32126,5.55932,Studio,Rent,Fairly Used,Electricity,4.0,2.0,276.0,370432177.0
Jos,9.89457,8.90324,Studio,Rent,New,Security,5.0,4.0,426.0,91676256.0
Benin city,6.30932,5.56924,Duplex,Sale,Old,Internet,2.0,4.0,58.0,11202943.0
Kaduna,10.55384,7.39181,Duplex,Rent,New,Security,3.0,3.0,510.0,498872100.0
Maiduguri,11.8719,13.12536,Detached House,Rent,Old,Parking,4.0,4.0,338.0,424444554.0
Maiduguri,11.86046,13.16539,Apartment,Sale,Fairly Used,Water,1.0,4.0,135.0,475217356.0
Lagos,6.48903,3.36962,Duplx,Sale,Fairly Used,Parking,5.0,4.0,303.0,350136951.0
Kaduna,10.56089,7.43081,Duplex,Sale,Fairly Used,Security,2.0,2.0,395.0,496186884.0
Ibadan,7.379,3.94117,Duplx,Rent,New,Water,2.0,1.0,81.0,436206886.0
Port harcourt,4.83126,7.04428,Duplex,Sale,New,Electricity,3.0,4.0,179.0,228016592.0
Abuja,9.06724,7.35731,Duplex,Sale,New,Internet,6.0,4.0,387.0,466076214.0
Ibadan,7.34061,3.98509,Appartment,Rent,Old,Security,1.0,1.0,526.0,243590731.0
Port harcourt,4.8482,7.08296,Duplex,Sale,Fairly Used,Security,3.0,1.0,369.0,76837560.0
Benin city,6.28761,5.60917,Duplx,Rent,Old,Parking,3.0,2.0,117.0,110466357.0
Maiduguri,11.80949,13.16879,Detached House,Sale,Fairly Used,Internet,5.0,3.0,391.0,363461451.0
Maiduguri,11.84902,13.12235,Appartment,Rent,Old,Water,5.0,4.0,74.0,35041616.0
Maiduguri,11.84315,13.17839,Mini Flat,Sale,Old,Parking,3.0,3.0,354.0,80105737.0
Enugu,6.55454,7.54369,Duplex,Rent,New,Parking,4.0,4.0,68.0,497906439.0
Kano,12.02341,8.55762,Mini Flat,Rent,New,Parking,5.0,1.0,452.0,13851804.0
Abuja,9.0297,7.44141,Apartment,Rent,Old,Internet,6.0,2.0,481.0,317209098.0
Port harcourt,4.76794,7.00652,Detached House,Rent,Fairly Used,Internet,4.0,3.0,66.0,331635420.0
Lagos,6.52662,3.42065,Apartment,Sale,Old,Electricity,5.0,1.0,318.0,15228310.0
Kaduna,10.52695,7.42194,Studio,Sale,Old,Water,4.0,3.0,562.0,146873161.0
Enugu,6.51177,7.5065,Detached House,Rent,New,Security,1.0,1.0,137.0,163289217.0
Lagos,6.56667,3.34012,Appartment,Sale,Fairly Used,Water,2.0,1.0,393.0,37442442.0
Jos,9.85196,8.86568,Apartment,Rent,Old,Internet,6.0,3.0,308.0,56944554.0
Abuja,9.11928,7.43632,Studio,Rent,Old,Security,6.0,4.0,450.0,132552697.0
Kano,11.97546,8.6057,Mini Flat,Sale,New,Internet,6.0,2.0,53.0,91543252.0
Abuja,9.06234,7.42025,Studio,Rent,New,Parking,3.0,3.0,218.0,62748025.0
Abuja,9.05175,7.37106,Mini Flat,Sale,Fairly Used,Electricity,1.0,4.0,103.0,33862016.0
Jos,9.93456,8.84958,Apartment,Sale,New,Electricity,6.0,2.0,421.0,80315201.0
Kano,11.98352,8.59528,Duplx,Rent,Old,Security,4.0,1.0,293.0,412992465.0
Kano,12.00358,8.54688,Studio,Sale,Old,Water,1.0,2.0,124.0,73576500.0
Port harcourt,4.85537,7.02858,Studio,Rent,Old,Water,3.0,2.0,333.0,380691147.0
Ibadan,7.40167,3.95962,Duplex,Rent,Fairly Used,Internet,2.0,1.0,104.0,422819436.0
Port harcourt,4.82877,7.08224,Appartment,Sale,Old,Water,5.0,3.0,428.0,74206712.0
Kaduna,10.4817,7.46669,Mini Flat,Rent,Old,Water,6.0,1.0,211.0,47496926.0
Benin city,6.35094,5.61296,Bungalow,Sale,New,Internet,3.0,1.0,290.0,321761559.0
Kano,11.99884,8.57521,Duplx,Sale,New,Electricity,3.0,2.0,517.0,82802111.0
Maiduguri,11.82704,13.13876,Duplx,Rent,Old,Water,3.0,3.0,303.0,428103546.0
Abuja,9.07001,7.35289,Appartment,Sale,New,Security,5.0,4.0,580.0,19805203.0
Port harcourt,4.7942,7.0324,Bungalow,Sale,Old,Internet,6.0,3.0,472.0,357069401.0
Kano,11.98519,8.55322,Detached House,Rent,Fairly Used,Electricity,6.0,1.0,475.0,67877467.0
Jos,9.86127,8.90678,Detached House,Sale,New,Electricity,6.0,1.0,102.0,66545786.0
Maiduguri,11.8068,13.16439,Bungalow,Rent,Old,Internet,6.0,1.0,392.0,28918328.0
Kaduna,10.50024,7.44072,Detached House,Sale,Fairly Used,Water,3.0,4.0,316.0,153081140.0
Kano,11.9956,8.62018,Mini Flat,Sale,New,Parking,4.0,2.0,220.0,58336082.0
Abuja,9.06988,7.41678,Mini Flat,Rent,Old,Water,5.0,1.0,488.0,45716234.0
Lagos,6.55756,3.34472,Detached House,Rent,Fairly Used,Parking,5.0,2.0,90.0,39292626.0
Kano,11.9907,8.54633,Bungalow,Sale,New,Electricity,3.0,1.0,371.0,93178837.0
Ibadan,7.40625,3.91475,Appartment,Rent,Fairly Used,Electricity,3.0,2.0,218.0,422224797.0
Kano,12.01217,8.59937,Duplx,Sale,Old,Parking,3.0,1.0,481.0,435232425.0
Maiduguri,11.83947,13.19814,Appartment,Rent,Old,Security,6.0,4.0,342.0,92606197.0
Abuja,9.08529,7.35778,Apartment,Rent,Fairly Used,Security,3.0,1.0,529.0,117221875.0
Lagos,6.56663,3.34243,Mini Flat,Sale,Old,Water,6.0,4.0,192.0,35951093.0
Maiduguri,11.80608,13.18701,Detached House,Sale,Fairly Used,Parking,3.0,3.0,314.0,135387157.0
Ibadan,7.35572,3.99508,Apartment,Sale,Fairly Used,Internet,5.0,1.0,89.0,40535769.0
Kaduna,10.57118,7.42922,Duplx,Sale,Old,Parking,6.0,1.0,181.0,211045553.0
Benin city,6.33934,5.62142,Mini Flat,Sale,Old,Water,5.0,2.0,444.0,316261409.0
Ibadan,7.4016,3.90423,Duplex,Sale,New,Internet,2.0,1.0,215.0,12469007.0
Kaduna,10.51065,7.46778,Appartment,Sale,Old,Security,4.0,1.0,92.0,336396127.0
Enugu,6.53232,7.51842,Bungalow,Rent,Old,Internet,4.0,2.0,541.0,98244797.0
Ibadan,7.40553,3.91731,Appartment,Sale,Fairly Used,Security,6.0,1.0,469.0,38877961.0
Enugu,6.50215,7.49685,Apartment,Sale,Old,Parking,5.0,2.0,487.0,230769367.0
Ibadan,7.37618,3.95957,Duplx,Rent,Fairly Used,Internet,4.0,3.0,101.0,92338775.0
Abuja,9.11139,7.44797,Duplx,Rent,Old,Electricity,5.0,3.0,472.0,66155996.0
Port harcourt,4.82025,7.00987,Bungalow,Sale,Old,Security,2.0,4.0,408.0,27345391.0
Port harcourt,4.86319,7.00477,Detached House,Rent,Old,Security,4.0,2.0,186.0,93075374.0
Lagos,6.53116,3.41953,Duplx,Rent,Fairly Used,Water,2.0,1.0,469.0,285659518.0
Kano,12.02523,8.63027,Apartment,Rent,Old,Electricity,2.0,4.0,304.0,14002401.0
Jos,9.90266,8.86098,Studio,Rent,Fairly Used,Internet,3.0,4.0,399.0,260493712.0
Enugu,6.49801,7.47692,Bungalow,Sale,Fairly Used,Parking,2.0,2.0,322.0,386825291.0
Jos,9.84675,8.84567,Bungalow,Sale,Fairly Used,Internet,6.0,2.0,557.0,363535700.0
Ibadan,7.36368,3.90566,Appartment,Sale,Old,Parking,1.0,3.0,200.0,5216535.0
Port harcourt,4.82281,7.08488,Detached House,Rent,Fairly Used,Parking,6.0,1.0,596.0,309205132.0
Jos,9.94605,8.84933,Duplx,Rent,New,Security,1.0,4.0,289.0,29745923.0
Kano,11.99671,8.61644,Appartment,Sale,New,Parking,1.0,3.0,48.0,425816830.0
Ibadan,7.36288,3.99137,Bungalow,Sale,Fairly Used,Security,2.0,1.0,90.0,38776353.0
Abuja,9.03627,7.37547,Bungalow,Rent,Old,Security,5.0,2.0,337.0,319117569.0
Jos,9.90652,8.81162,Duplx,Rent,Old,Water,3.0,3.0,175.0,208336992.0
Kaduna,10.51496,7.46173,Appartment,Rent,Fairly Used,Water,6.0,1.0,279.0,487075307.0
Kano,12.02924,8.55297,Duplx,Rent,New,Internet,2.0,2.0,304.0,70339118.0
Kaduna,10.48572,7.42353,Duplx,Rent,Old,Water,3.0,2.0,393.0,148647390.0
Abuja,9.12307,7.38426,Appartment,Rent,Fairly Used,Internet,3.0,3.0,474.0,3809512.0
Enugu,6.56554,7.49506,Duplx,Rent,Fairly Used,Internet,1.0,2.0,282.0,41304734.0
Enugu,6.52458,7.5218,Mini Flat,Sale,Fairly Used,Internet,4.0,2.0,345.0,304742405.0
Maiduguri,11.79345,13.12633,Studio,Rent,New,Electricity,3.0,4.0,400.0,493249218.0
Benin city,6.38059,5.58375,Detached House,Sale,New,Parking,4.0,4.0,430.0,173794011.0
Kano,12.03879,8.55818,Studio,Rent,Fairly Used,Electricity,2.0,2.0,530.0,73383247.0
Abuja,9.03532,7.35157,Apartment,Rent,New,Parking,3.0,2.0,196.0,37790083.0
Enugu,6.52978,7.46764,Bungalow,Sale,New,Internet,5.0,1.0,75.0,39507071.0
Maiduguri,11.85438,13.1133,Apartment,Rent,Fairly Used,Security,2.0,3.0,308.0,189574584.0
Kaduna,10.51438,7.41171,Appartment,Rent,New,Security,5.0,3.0,135.0,75692704.0
Kano,12.02055,8.54609,Studio,Sale,Fairly Used,Security,6.0,2.0,353.0,2783206.0
Ibadan,7.39962,3.93886,Duplx,Rent,New,Internet,4.0,3.0,488.0,201135040.0
Kaduna,10.5644,7.42532,Mini Flat,Sale,Fairly Used,Internet,6.0,2.0,598.0,94156870.0
Abuja,9.07732,7.42734,Appartment,Rent,Old,Electricity,2.0,1.0,87.0,408181908.0
Enugu,6.53749,7.46248,Detached House,Rent,Old,Water,6.0,1.0,438.0,17326798.0
Lagos,6.55214,3.37627,Duplex,Sale,Old,Internet,3.0,3.0,520.0,60308491.0
Lagos,6.49273,3.40465,Duplex,Rent,New,Electricity,6.0,2.0,271.0,139005559.0
Abuja,9.0664,7.4368,Bungalow,Rent,Old,Parking,6.0,2.0,168.0,81404163.0
Port harcourt,4.84134,7.04315,Appartment,Sale,New,Water,6.0,2.0,337.0,98234277.0
Ibadan,7.40855,3.92025,Detached House,Sale,New,Parking,1.0,2.0,122.0,62540028.0
Ibadan,7.32919,3.94038,Detached House,Sale,New,Security,1.0,2.0,585.0,92795376.0
Kaduna,10.50861,7.42275,Apartment,Rent,Fairly Used,Electricity,5.0,2.0,503.0,66038743.0
Port harcourt,4.81912,7.04213,Duplx,Rent,Fairly Used,Water,3.0,1.0,594.0,11553396.0
Kaduna,10.51856,7.41451,Detached House,Rent,New,Internet,3.0,3.0,285.0,279109215.0
Jos,9.90094,8.87387,Bungalow,Rent,New,Security,2.0,4.0,188.0,6267629.0
Benin city,6.32744,5.61682,Duplx,Rent,Old,Parking,4.0,1.0,461.0,18282878.0
Enugu,6.47599,7.49263,Duplx,Rent,New,Parking,3.0,2.0,202.0,42118101.0
Port harcourt,4.81346,7.02024,Detached House,Sale,New,Internet,1.0,4.0,47.0,175220287.0
Kaduna,10.51779,7.40855,Mini Flat,Rent,New,Security,5.0,4.0,449.0,76115594.0
Enugu,6.51201,7.48255,Studio,Sale,Old,Water,4.0,3.0,51.0,38573550.0
Benin city,6.35711,5.57976,Appartment,Rent,Fairly Used,Parking,3.0,4.0,76.0,4257009.0
Maiduguri,11.82086,13.1062,Duplx,Rent,Fairly Used,Electricity,2.0,1.0,445.0,423342750.0
Ibadan,7.41804,3.9627,Detached House,Sale,Old,Parking,6.0,4.0,436.0,150482413.0
Enugu,6.49446,7.52418,Mini Flat,Sale,Fairly Used,Parking,5.0,1.0,218.0,8315750.0
Ibadan,7.37301,3.91201,Bungalow,Sale,Fairly Used,Electricity,6.0,4.0,483.0,51972871.0
Jos,9.93476,8.83481,Mini Flat,Rent,Fairly Used,Internet,3.0,2.0,142.0,300012418.0
Benin city,6.35608,5.63459,Apartment,Rent,New,Security,3.0,4.0,486.0,236121233.0
Maiduguri,11.84217,13.11332,Detached House,Rent,Fairly Used,Security,1.0,3.0,562.0,12585055.0
Enugu,6.56351,7.4831,Bungalow,Rent,Old,Parking,3.0,3.0,469.0,146399842.0
Ibadan,7.37844,3.91214,Duplx,Rent,Fairly Used,Security,4.0,3.0,87.0,49402770.0
Lagos,6.49238,3.38335,Bungalow,Rent,Old,Parking,6.0,4.0,504.0,78974725.0
Maiduguri,11.8045,13.18298,Duplx,Rent,Old,Water,6.0,3.0,578.0,17843811.0
Kano,11.97239,8.56376,Detached House,Sale,New,Security,1.0,1.0,382.0,345847230.0
Port harcourt,4.81451,7.06159,Detached House,Sale,Old,Internet,5.0,3.0,582.0,498944688.0
Port harcourt,4.85581,7.00583,Detached House,Rent,Old,Parking,5.0,1.0,382.0,258750221.0
Jos,9.93875,8.86968,Studio,Sale,Fairly Used,Water,4.0,3.0,104.0,216088881.0
Kaduna,10.47895,7.45771,Detached House,Rent,Fairly Used,Electricity,3.0,3.0,510.0,81872446.0
Maiduguri,11.87305,13.11806,Studio,Rent,New,Electricity,5.0,2.0,103.0,228956681.0
Port harcourt,4.79552,7.09544,Mini Flat,Rent,New,Parking,3.0,2.0,332.0,488623671.0
Port harcourt,4.8552,7.02865,Duplex,Sale,Fairly Used,Electricity,5.0,1.0,96.0,466496235.0
Abuja,9.05374,7.4303,Duplex,Sale,Old,Parking,1.0,4.0,183.0,94907006.0
Lagos,6.5612,3.39677,Apartment,Sale,Old,Internet,3.0,1.0,385.0,196103098.0
Kaduna,10.47526,7.41761,Bungalow,Rent,New,Water,5.0,2.0,377.0,400281929.0
Lagos,6.53466,3.33941,Duplex,Rent,Old,Electricity,3.0,4.0,534.0,68147803.0
Kano,11.98122,8.57016,Duplex,Sale,Old,Electricity,2.0,3.0,567.0,335341180.0
Abuja,9.08388,7.38956,Mini Flat,Sale,New,Water,2.0,1.0,501.0,88166740.0
Port harcourt,4.83071,7.02962,Mini Flat,Rent,New,Electricity,3.0,1.0,79.0,239096544.0
Jos,9.85696,8.85066,Duplex,Sale,Fairly Used,Security,6.0,1.0,592.0,409913439.0
Maiduguri,11.86127,13.11165,Detached House,Sale,Fairly Used,Electricity,4.0,4.0,377.0,400810536.0
Lagos,6.52565,3.33993,Studio,Rent,New,Water,3.0,1.0,364.0,83054247.0
Benin city,6.28634,5.57521,Duplx,Rent,Old,Water,6.0,4.0,551.0,243617719.0
Kaduna,10.47615,7.46259,Appartment,Rent,Fairly Used,Security,2.0,2.0,501.0,60823961.0
Maiduguri,11.85323,13.16979,Mini Flat,Rent,New,Security,6.0,4.0,477.0,351905144.0
Jos,9.89543,8.83691,Apartment,Rent,Fairly Used,Internet,5.0,2.0,160.0,304695710.0
Ibadan,7.33565,3.90279,Detached House,Rent,Fairly Used,Electricity,6.0,4.0,188.0,67708637.0
Abuja,9.04693,7.35554,Studio,Rent,Fairly Used,Security,2.0,2.0,230.0,26450290.0
Jos,9.87461,8.85581,Appartment,Sale,Old,Parking,4.0,1.0,229.0,351748384.0
Enugu,6.54093,7.51716,Appartment,Sale,New,Security,4.0,2.0,351.0,331281990.0
